Editora,ISBN,Ano,Edição,Origem,Encadernação,Idioma,País,Páginas,preço,nome,categoria,Autores
APPRIS,6525003822,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,317,75.0,MORUBIXABAS: CHEFES TUPINAMBÁS NO PROCESSO DE FORMAÇÃO DO MARANHÃO COLONIAL (1603-1619),HISTÓRIA,DARLAN RODRIGO SBRANA
AUTÊNTICA - UM LIVRO,8582170777,2012,2012,USADO,BROCHURA,PORTUGUÊS,BRASIL,176,24.9,D. MARIA DA CRUZ E A SEDIÇÃO DE 1736,HISTÓRIA,ANGELA VIANNA BOTELHO; CARLA ANASTASIA
APPRIS,655820990X,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,395,59.0,"CONHECENDO A AMÉRICA: ENTRE FATOS, HISTÓRIA E CULTURA",HISTÓRIA,DIMAS DOS REIS RIBEIRO
BIBLIEX  COOPERATIVA,9788570115,2014,1,USADO,BROCHURA,PORTUGUÊS,BRASIL,223,17.5,A FRENTE ORIENTAL,HISTÓRIA,MAX SCHIAVON
LEYA.,6556430544,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,56.0,HISTÓRIA DO BRASIL PARA OCUPADOS - EDIÇÃO SLIM,HISTÓRIA,LUCIANO FIGUEIREDO
LEYA.,6556430730,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,56.0,BRASIL: UMA HISTÓRIA - VERSÃO COMPACTA - EDIÇÃO SLIM,HISTÓRIA,EDUARDO BUENO
VIDE EDITORIAL,6587138292,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,69.9,HOLODOMOR: O HOLOCAUSTO ESQUECIDO,HISTÓRIA,MIRON DOLOT
LEYA.,8544106331,2017,2017,USADO,BROCHURA,PORTUGUÊS,BRASIL,448,24.95,GUIA POLITICAMENTE INCORRETO DOS PRESIDENTES DA REPÚBLICA,HISTÓRIA,PAULO SCHMIDT
INTRINSECA,8580575052,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,704,79.9,CATÁSTROFE,HISTÓRIA,MAX HASTINGS
LEYA,8562936634,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,150,103.0,KIT BRASIL - É MUITA HISTÓRIA,HISTÓRIA,EDUARDO BUENO
PERSPECTIVA,8527305089,1979,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,458,94.9,MAGISTRADOS E FEITIÇEIROS NA FRANÇA DO SÉCULO XVII,HISTÓRIA,ROBERT MANDROU
LEYA.,8562936243,2010,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,432,46.0,O ÚLTIMO TREM DE HIROSHIMA,HISTÓRIA,CHARLES PELLEGRINO
UNESP,8571399336,2009,2009,USADO,BROCHURA,PORTUGUÊS,BRASIL,136,21.0,A RECOLONIZAÇÃO DO BRASIL PELAS CORTES,HISTÓRIA,ANTONIO PENALVES ROCHA
L&PM EDITORES,6556661414,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,456,57.9,ENTERREM MEU CORAÇÃO NA CURVA DO RIO,HISTÓRIA,DEE BROWN
AUTORES ASSOCIADOS,9788570115,2014,1,USADO,BROCHURA,PORTUGUÊS,BRASIL,223,24.95,MARCHANDO PARA O INFERNO - A AMÉRICA E O ISLÃ APÓS,HISTÓRIA,MICHAEL SCHEUER
M.BOOKS,8576803437,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,89.0,A HISTÓRIA DA CIVILIZAÇÃO JUDAICA,HISTÓRIA,MEREDITH MACARDLE
MADRAS,8573749652,2000,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,33.9,TEMPLÁRIOS E A ARCA DA ALIANÇA,HISTÓRIA,GRAHAM PHILLIPS
VOZES,8532626068,2001,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,136,45.0,ESTADOS UNIDOS: HEGEMONIA E LIDERANÇA NA TRANSIÇÃO,HISTÓRIA,CRISTINA SOREANU PECEQUILO
MADRAS,8537000124,2000,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,14.9,DICIONÁRIO TEMPLÁRIO,HISTÓRIA,JEAN PAUL BOURRE
MADRAS,8573749504,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,232,31.9,NOTRE DAME VS A KLAN,HISTÓRIA,TODD TUCKER
CIVILIZAÇAO BRASILEI,8520003052,1995,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,978,208.0,"CRIADORES, OS",HISTÓRIA,DANIEL J. BOORSTIN
RECORD,8501088277,2010,2010,USADO,BROCHURA,PORTUGUÊS,BRASIL,304,19.95,OS HOMENS QUE ENCARAVAM CABRAS,HISTÓRIA,JON RONSON
RECORD,8501091014,2011,2011,USADO,BROCHURA,PORTUGUÊS,BRASIL,208,29.95,COM OLHOS DE MENINA,HISTÓRIA,ENCARNACIO MARTORELL I GIL
COMPANHIA DAS LETRAS,8535910077,2007,2007,USADO,BROCHURA,PORTUGUÊS,BRASIL,528,43.95,O VULTO DAS TORRES,HISTÓRIA,LAWRENCE WRIGHT
UBOOK,8595562202,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,342,59.9,A IDADE MÉDIA NA IMAGINAÇÃO POPULAR,HISTÓRIA,PAUL B STURTEVANT
KIRION,8594090102,2018,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,74.9,HISTÓRIA DA EDUCAÇÃO NO RENASCIMENTO,HISTÓRIA,RUY AFONSO DA COSTA NUNES
GLOBO,8525041335,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,222,32.0,"PARAISO, O",HISTÓRIA,HEINRICH KRAUSS
NOVA FRONTEIRA,6556402435,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,38.42,A ÁFRICA E OS AFRICANOS NA HISTÓRIA E NOS MITOS,HISTÓRIA,ALBERTO DA COSTA E SILVA
MADRAS,8537012130,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,165,24.9,A ARTE DA GUERRA CHINESA,HISTÓRIA,ANDRE BUENO
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,19.9,RESUMÃO ESCOLAR  - HISTÓRIA DO BRASIL 3 - REPÚBLICA - ENSINO FUNDAMENTAL,HISTÓRIA,DESCONHECIDO
MADRAS,8537009423,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,544,69.9,MISTÉRIOS DA ARQUEOLOGIA E DA HISTÓRIA,HISTÓRIA,PRESTON PEET
KIRION,8594090129,2018,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,64.9,HISTÓRIA DA EDUCAÇÃO NO SÉCULO XVII,HISTÓRIA,RUY AFONSO DA COSTA NUNES
KIRION,8594090048,2018,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,308,74.9,HISTÓRIA DA EDUCAÇÃO NA ANTIGUIDADE CRISTÃ,HISTÓRIA,RUY AFONSO DA COSTA NUNES
KIRION,8594090056,2018,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,396,84.9,HISTÓRIA DA EDUCAÇÃO NA IDADE MÉDIA,HISTÓRIA,RUY AFONSO DA COSTA NUNES
MADRAS,8537009709,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,39.9,HISTÓRIA DAS CRUZADAS,HISTÓRIA,VOLTAIRE
NOVO SECULO,8542813138,2019,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,752,129.9,A HISTÓRIA DA PRIMEIRA GUERRA MUNDIAL,HISTÓRIA,DAVID STEVENSON
GARAMOND,8576171554,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,49.0,"MEIO AMBIENTE, SANEAMENTO E ENGENHARIA",HISTÓRIA,SIMONE FADEL
GARAMOND,8576173131,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,50.0,NOVOS CRISTAOS EM LISBOA,HISTÓRIA,CLAUDIA WOLFF SWATOWISKI
ECCLESIAE,8584910751,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,524,99.9,"INQUISIÇÃO, A -  UM TRIBUNAL DE MISERICÓRDIA",HISTÓRIA,CRISTIAN ITURRALDE
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,41.0,"PRESTAMISTAS, COMERCIANTES E DOUTORES",HISTÓRIA,DESCONHECIDO
ECCLESIAE,8584910964,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,168,49.9,A VERDADEIRA HISTÓRIA DA INQUISIÇÃO,HISTÓRIA,RINO CAMILLERI
NOVO SECULO,8542809475,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1248,139.9,BOX 1914-1918,HISTÓRIA,DAVID STEVENSON
VOZES,6557130838,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,232,39.9,HERÓIS E MARAVILHAS DA IDADE MÉDIA - ED. BOLSO,HISTÓRIA,JACQUES LE GOFF
ZAHAR,8537818941,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,248,38.48,COMO CHEGAMOS ATÉ AQUI (NOVA EDIÇÃO),HISTÓRIA,STEVEN JOHNSON
CONTEXTO,655541054X,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,49.9,OS CANADENSES,HISTÓRIA,JOÃO FÁBIO BERTONHA
CONTEXTO,8572446605,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,41.0,A CONDIÇÃO ESPACIAL,GEOGRAFIA,ANA FANI ALESSANDRI CARLOS
BOOKMAN COMPANHIA ED,8582603606,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,242,95.0,FUNDAMENTOS DE GEODÉSIA E CARTOGRAFIA,GEOGRAFIA,MARCELO TULER; SERGIO SARAIVA
BOOKMAN COMPANHIA ED,8582601832,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,502,178.0,ROCHAS E PROCESSOS ÍGNEOS,GEOGRAFIA,ROBIN GILL
CONTEXTO,857244663X,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,47.0,SOCIEDADE E ESPAÇO GEOGRÁFICO NO BRASIL,GEOGRAFIA,RUY MOREIRA
BERTRAND BRASIL,8528611612,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,300,69.9,"GEOGRAFIA E POLÍTICA: TERRITÓRIO, ESCALAS DE AÇÃO E INSTITUIÇÕES",GEOGRAFIA,INA ELIAS DE CASTRO
CONTEXTO,8572444793,2010,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,49.0,O PENSAMENTO GEOGRÁFICO BRASILEIRO - VOL. III - AS MATRIZES BRASILEIRAS,GEOGRAFIA,RUY MOREIRA
BERTRAND BRASIL,8528615480,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,49.9,A GEOESTRATÉGIA DA NATUREZA,GEOGRAFIA,LUIS HENRIQUE RAMOS DE CAMARGO
CONTEXTO,8572444041,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,65.0,GEOGRAFIA NO ENSINO BÁSICO,GEOGRAFIA,SHOKO KIMURA
CONTEXTO,8572448594,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,190,45.0,O DISCURSO DO AVESSO - PARA A CRÍTICA DA GEOGRAFIA QUE SE ENSINA,GEOGRAFIA,RUY MOREIRA
CONTEXTO,8572443665,2007,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,190,53.0,PENSAR E SER EM GEOGRAFIA,GEOGRAFIA,RUY MOREIRA
CONTEXTO,8572447245,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,222,59.9,GEOGRAFIA E PRÁXIS - A PRESENÇA DO ESPAÇO NA TEORIA E NA PRÁTICA GEOGRÁFICAS,GEOGRAFIA,RUY MOREIRA
CONTEXTO,8572442375,2003,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,174,53.0,GLOBALIZAÇÃO E ESPAÇO GEOGRÁFICO,GEOGRAFIA,EUSTAQUIO DE SENE
BERTRAND BRASIL,8528605884,1996,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,468,84.9,BRASIL: QUESTÕES ATUAIS DA REORGANIZAÇÃO DO TERRITÓRIO,GEOGRAFIA,DESCONHECIDO
PACO EDITORIAL,8564367114,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,116,19.9,"ARTE DE FALAR, A",GEOGRAFIA,ANDREA SILVA DOMINGUES
PAPIRUS,8530801156,1990,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,112,41.9,A CARTOGRAFIA,GEOGRAFIA,FERNAND JOLY
PAPIRUS,8530804473,2018,19,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,59.9,A GEOGRAFIA,GEOGRAFIA,YVES LACOSTE
UNESP,8539307707,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,321,51.48,CAMINHOS PARALELOS E ENTRECRUZADOS,GEOGRAFIA,ROBERTO LOBATO CORREA
CONTEXTO,858513447X,1989,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,96,25.9,O ESPAÇO GEOGRÁFICO,GEOGRAFIA,ROSANGELA D. DE ALMEIDA
SPRINGER VERLAG NY,3030138836,2019,1,IMPORTADO,CAPA DURA,INGLÊS,ESTADOS UNIDOS,128,1244.8,THE OIL OF BRAZIL,GEOGRAFIA,DRIELLI PEYERL
BERTRAND BRASIL,8528610497,2004,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,282,59.9,REFLEXÕES SOBRE A GEOGRAFIA FÍSICA NO BRASIL,GEOGRAFIA,DESCONHECIDO
MODERNA - DIDÁTICOS,851604338X,2004,3,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,101.2,ATLAS GEOGRAFICO ILUSTRADO,GEOGRAFIA,DESCONHECIDO
CONTEXTO,8552000032,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,39.9,JUSTIÇA ESPACIAL E O DIREITO À CIDADE,GEOGRAFIA,DESCONHECIDO
CONTEXTO,8572443304,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,55.0,PARA ONDE VAI O PENSAMENTO GEOGRÁFICO?,GEOGRAFIA,RUY MOREIRA
CONTEXTO,8572443541,2007,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,89.9,OS RISCOS,GEOGRAFIA,DESCONHECIDO
CONTEXTO,8572442936,2005,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,45.0,URBANIZAÇÃO E MUNDIALIZAÇÃO,GEOGRAFIA,ANA FANI ALESSANDRI CARLOS; CARLES CARRERAS
CONTEXTO,8572442030,2002,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,109.9,GEOGRAFIA EM PERSPECTIVA,GEOGRAFIA,DESCONHECIDO
CONTEXTO,8572444904,2010,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,39.9,TERRA DOS HOMENS,GEOGRAFIA,PAUL CLAVAL
CONTEXTO,8572443495,2007,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,47.0,O ESPAÇO PÚBLICO NA CIDADE CONTEMPORÂNEA,GEOGRAFIA,ANGELO SERPA
CONTEXTO,8572443746,2007,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,59.9,CARTOGRAFIA ESCOLAR,GEOGRAFIA,DESCONHECIDO
CONTEXTO,8572443215,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,542,145.0,GEOGRAFIAS DAS METRÓPOLES,GEOGRAFIA,ANA FANI ALESSANDRI CARLOS; ARIOVALDO UMBELINO DE OLIVEIRA
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,66.0,CARACTERIZAÇÃO DOS RESÍDUOS SÓLIDOS URBANOS,GEOGRAFIA,DESCONHECIDO
CONTEXTO,8572443983,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,51.0,O PENSAMENTO GEOGRÁFICO BRASILEIRO – VOL. I,GEOGRAFIA,RUY MOREIRA
BERTRAND BRASIL,8528610616,2004,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,396,84.9,O MITO DA DESTERRITORIALIZAÇÃO,GEOGRAFIA,ROGERIO HAESBAERT
HODDER ARNOLD USA,0340719591,2005,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,196,364.2,ATMOSPHERIC POLLUTION AND ENVIRONMENTAL CHANGE,GEOGRAFIA,DICK DERWENT; SARAH METCALFE
FACTS ON FILE,0791088545,2006,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,223,218.5,MEXICO CITY,GEOGRAFIA,EDWARD PARKER
BF&A,8577110419,2007,1,NACIONAL,LÂMINA,PORTUGUÊS,BRASIL,6,19.9,RESUMAO - ESTADOS DO BRASIL,GEOGRAFIA,BARROS & FISHER
ALMEDINA BRASIL - BR,9724024903,2005,1,IMPORTADO,BROCHURA,PORT. PORTUGAL,PORTUGAL,342,194.0,"GEOGRAFIAS DA SAUDE E DO DESENVOLVIMENTO, EVOLUÇAO",GEOGRAFIA,PAULA SANTANA
BF&A,8577110540,2007,1,NACIONAL,LÂMINA,PORTUGUÊS,BRASIL,6,19.9,RESUMAO - GEOGRAFIA,GEOGRAFIA,BARROS & FISHER
FACTS ON FILE,079108857X,2006,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,223,218.5,RIO DE JANEIRO,GEOGRAFIA,SIMON SCOONES
PERSPECTIVA,8527307553,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,120,39.9,VER A TERRA,GEOGRAFIA,JEAN-MARC BESSE
ATICA DIDATICOS,8508119836,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,118.9,GEOGRAFIA CRITICA - 8º ANO,GEOGRAFIA,JOSE WILLIAM VESENTINI; VANIA VLACH
IBGE,8524042281,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,302,120.0,ATLAS DO ESPAÇO RURAL BRASILEIRO,GEOGRAFIA,IBGE - INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATIS
ATUAL - DIDÁTICOS,8535713751,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,96,53.91,CLIMA E MEIO AMBIENTE,GEOGRAFIA,JOSE BUENO CONTI
PERSPECTIVA,8527309246,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,49.9,O HOMEM E A TERRA,GEOGRAFIA,ERIC DARDEL
AUTREMENT,2746731711,2013,1,IMPORTADO,BROCHURA,FRANCÊS,FRANÇA,96,145.0,ATLAS DU BRESIL,GEOGRAFIA,DESCONHECIDO
CENGAGE DO BRASIL,852211160X,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,504,245.9,FUNDAMENTOS DE GEOGRAFIA FÍSICA,GEOGRAFIA,DOROTHY SACK; JAMES F. PETERSEN; ROBERT E. GABLER
OXFORD USA II,0199829810,2013,1,IMPORTADO,CAPA DURA,INGLÊS,ESTADOS UNIDOS,288,290.9,NEW CONCISE WORLD ATLAS,GEOGRAFIA,DESCONHECIDO
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,61.0,TOPOGRAFIA - ALTIMETRIA,GEOGRAFIA,DESCONHECIDO
CONTEXTO,8572446338,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,47.0,A PRODUÇÃO DO ESPAÇO URBANO,GEOGRAFIA,DESCONHECIDO
PLACE DES VICTOIRES,2809902054,2010,1,IMPORTADO,BROCHURA,PORTUGUÊS,FRANÇA,384,259.9,CARTOGRAFANDO O MUNDO,GEOGRAFIA,C. J. SCHULER
CONTEXTO,8585134321,1989,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,39.9,PARA ONDE VAI O ENSINO DE GEOGRAFIA?,GEOGRAFIA,ARIOVALDO UMBELINO DE OLIVEIRA
EDGARD BLUCHER,8521205759,2010,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,106,36.0,POPULAÇAO E AMBIENTE,GEOGRAFIA,DANIEL JOSEPH HOGAN; EDUARDO MARANDOLA JR.; RICARDO OJIMA
BERTRAND BRASIL,8528622452,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,49.9,"QUADROS GEOGRÁFICOS: UMA FORMA DE VER, UMA FORMA DE PENSAR",GEOGRAFIA,PAULO CESAR DA COSTA GOMES
COMPANHIA DAS LETRAS,8535933921,2020,2020,USADO,BROCHURA,PORTUGUÊS,BRASIL,472,32.45,SAPIENS (NOVA EDIÇÃO),HISTÓRIA,YUVAL NOAH HARARI
HARPER COLLINS BR,6555111143,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,34.57,GUERRAS DA CONQUISTA,HISTÓRIA,FABRICIO LYRIO SANTOS; FELIPE MILANEZ
LISBON PRESS,9893700981,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,314,37.0,EPIDEMIAS NO MUNDO,HISTÓRIA,JOSÉ MANUEL FERRAZ
DORLING KINDERSLEY P,0241364256,2019,10,IMPORTADO,FLEXIVEL,INGLÊS,INGLATERRA,256,76.8,ESSENTIAL WORLD ATLAS,GEOGRAFIA,DK PUB
EDIÇOES 70 - BRASIL,9724423956,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,506,99.0,O ESPIÃO PERFEITO,HISTÓRIA,OWEN MATTHEWS
CRÍTICA,6555352140,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,560,74.9,EM NOME DE ROMA,HISTÓRIA,ADRIAN GOLDSWORTHY
CRÍTICA,6555352159,2020,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,59.9,HIGH HITLER - COMO O USO DE DROGAS PELO FÜHRER E PELOS NAZISTAS DITOU O RITMO DO TERCEIRO REICH,HISTÓRIA,NORMAN OHLER
BERTRAND BRASIL,8528617327,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,74.9,OS CONCEITOS FUNDAMENTAIS DA PESQUISA SÓCIO-ESPACIAL,GEOGRAFIA,MARCELO LOPES DE SOUZA
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,32.0,"IDENTIDADE EM CONFLITO - OS IMIGRANTES LITUANOS NA ARGENTINA, NO BRASIL E NO URUGUAI (1920-1955)",GEOGRAFIA,DESCONHECIDO
LEYA,8577342484,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,280,34.0,A HISTÓRIA DO MUNDO EM 50 FRASES,HISTÓRIA,HELGE HESSE
BERTRAND BRASIL,8528616215,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,464,89.9,"VIDAL, VIDAIS: TEXTOS DE GEOGRAFIA HUMANA, REGIONAL E POLÍTICA",GEOGRAFIA,DESCONHECIDO
BOOKMAN COMPANHIA ED,8577809676,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,366,148.0,MÉTODOS ESTATÍSTICOS PARA GEOGRAFIA,GEOGRAFIA,PETER A. ROGERSON
CONTEXTO,8572448160,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,47.0,A CIDADE CONTEMPORÂNEA - SEGREGAÇÃO ESPACIAL,GEOGRAFIA,DESCONHECIDO
MAPAS EDITORA E CONS,8587763164,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,100.0,"BRASIL AFRICANO, O",GEOGRAFIA,RAFAEL SANZIO ARAUJO DOS ANJOS
EDUSP,8531408350,2012,5,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,96,18.72,PENSANDO O ESPAÇO DO HOMEM,GEOGRAFIA,MILTON SANTOS
CONTEXTO,8552001586,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,49.9,A NECESSIDADE DA GEOGRAFIA,GEOGRAFIA,DESCONHECIDO
QD EDITORAS ASSOCIAD,8566256611,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,346,52.9,LUZES E FORJAS - O LUGAR DA MODERNIZAÇÃO NA FORMAÇÃO SÓCIOESPACIAL DE MINAS GERAIS,GEOGRAFIA,DESCONHECIDO
CONTEXTO,8552001594,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,29.9,POR UMA GEOGRAFIA DOS ESPAÇOS VIVIDOS,GEOGRAFIA,ANGELO SERPA
BERTRAND BRASIL,8528617319,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,360,64.9,ESPAÇOS DA DEMOCRACIA,GEOGRAFIA,INA DE CASTRO
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,63.75,"GEOTURISMO, GEODIVERSIDADE E GEOCONSERVAÇÃO",GEOGRAFIA,DESCONHECIDO
MELHORAMENTOS,655539224X,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,48,60.0,FÁBULAS DE LEONARDO DA VINCI,TEEN,ALFREDO SERTÃ
MELHORAMENTOS,6555393076,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,24,23.0,PRINCESAS,TEEN,MELHORAMENTOS
MELHORAMENTOS,850607357X,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,104.0,HANS CHRISTIAN ANDERSEN,TEEN,HANS CHRISTIAN ANDERSEN
CIA DAS LETRINHAS,8574060259,1998,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,52.9,VOLTA AO MUNDO EM 52 HISTÓRIAS,TEEN,DESCONHECIDO
CIA DAS LETRINHAS,857406193X,2003,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,42.9,MINHA QUERIDA ASSOMBRAÇÃO,TEEN,REGINALDO PRANDI
COMPANHIA DAS LETRAS,8535903526,2003,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,440,82.9,ABARAT,TEEN,CLIVE BARKER
GLOBAL EDITORA,852601109X,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,64,35.1,UMA IDEIA TODA AZUL,TEEN,MARINA COLASANTI
ROCCO,8532512526,2001,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,584,53.82,HARRY POTTER E O CÁLICE DE FOGO,TEEN,J. K. ROWLING
SEGUINTE,8535915761,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,560,49.9,SANGUE DE TINTA,TEEN,CORNELIA FUNKE
SARAIVA - DIDÁTICOS,8502083848,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,96,53.6,A FACE OCULTA,TEEN,MARIA TEREZA MALDONADO
ROCCO,8532512062,2000,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,348,34.57,HARRY POTTER E O PRISIONEIRO DE AZKABAN,TEEN,J. K. ROWLING
VR EDITORA S.A,8576833565,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,48,25.9,ESCONDIDO NA MINHA MOCHILA - ANOTAÇÕES SOBRE O PRIMEIRO AMOR,TEEN,CRISTINA ALEMANY
NOVO CONCEITO,8581630197,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,272,39.9,"LUGAR PARA FICAR , UM - ALGUNS SEGREDOS SAO FORTES",TEEN,DEB CALETTI
