Editora,ISBN,Ano,Edição,Origem,Encadernação,Idioma,País,Páginas,preço,nome,categoria,Autores
OUTRA,9788583340126,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,126,29.64,"GINÁSTICA RÍTMICA: ENSINANDO CORDA, ARCO E BOLA",ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788587114730,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,24.96,COMPOSIÇÃO COREOGRÁFICA EM GINÁSTICA RÍTMICA: DO COMPREENDER AO FAZER,ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788541901277,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,203,46.8,PRAXIOLOGIA MOTRIZ E VOLEIBOL,ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788583340065,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,37.44,GINÁSTICA DE ALTO RENDIMENTO,ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788573589092,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,220,6.32,COLORADO DAS GLÓRIAS ORGULHO DO BRASIL,ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788581741277,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,23.02,PARA-HERÓIS,ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788582055472,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,448,36.68,"BOLA ROLOU, A - COLEÇÃO MEMÓRIA E SOCIEDADE",ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788582058626,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,152,25.65,JOGADA POLÍTICA NO ESPORTE - COLEÇÃO ATLETA DO FUTURO,ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788585938697,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,167,21.06,PAIXÃO CORINTHIANA,ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788571142350,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,154,25.65,DESEMPENHO FÍSICO-ESPORTIVO: CONTRIBUIÇÕES DAS CIÊNCIAS DO MOVIMENTO HUMANO,ESPORTES E LAZER,DESCONHECIDO
ATELIE,8574806714,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,64,34.0,OS RESTAURADORES,ARQUITETURA,CAMILLO BOITO
OUTRA,9788587537966,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,672,63.88,ENCICLOPÉDIA DOS CRAQUES,ESPORTES E LAZER,DESCONHECIDO
OUTRA,9788577060979,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,134,42.12,GUIA DA PRÁTICA PEDAGÓGICA: OFINAS DO ESPORTE,ESPORTES E LAZER,DESCONHECIDO
BIBLIOTECA AZUL,8525062529,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,38.92,A MÁQUINA DE FAZER ESPANHÓIS,LITERATURA INTERNACIONAL,VALTER HUGO MAE
GALERA RECORD,8501117684,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,49.9,TODAS AS SUAS (IM)PERFEIÇÕES,LITERATURA INTERNACIONAL,COLLEEN HOOVER
OUTRA,9788588651234,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,440,33.0,15 ANOS DE SELEÇÃO,ESPORTES E LAZER,DESCONHECIDO
ARQUEIRO,8580418321,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,54.9,A MULHER NA JANELA,LITERATURA INTERNACIONAL,A. J FINN
RECORD,8501116432,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,350,49.9,A PACIENTE SILENCIOSA,LITERATURA INTERNACIONAL,ALEX MICHAELIDES
GLOBO LIVROS,8525057010,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,400,49.9,E NÃO SOBROU NENHUM,LITERATURA INTERNACIONAL,AGATHA CHRISTIE
JANGADA,8555390559,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,528,23.92,BEN-HUR,LITERATURA INTERNACIONAL,LEW WALLACE
JOSE OLYMPIO,8503009498,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,350,59.9,O SOL É PARA TODOS,LITERATURA INTERNACIONAL,HARPER LEE
ARQUEIRO,8580411467,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,39.9,O DUQUE E EU (OS BRIDGERTONS – LIVRO 1),LITERATURA INTERNACIONAL,JULIA QUINN
RADIO LONDRES,8567861101,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,42.5,QUANDO TINHA CINCO ANOS EU ME MATEI,LITERATURA INTERNACIONAL,HOWARD BUTEN
GALERA RECORD,8501117846,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,49.9,VERITY,LITERATURA INTERNACIONAL,COLLEEN HOOVER
BIBLIOTECA AZUL,8525062537,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,54.9,O FILHO DE MIL HOMENS,LITERATURA INTERNACIONAL,VALTER HUGO MAE
GALERA RECORD,8501105872,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,434,54.9,CORTE DE ESPINHOS E ROSAS (VOL. 1),LITERATURA INTERNACIONAL,SARAH J. MAAS
COMPANHIA DAS LETRAS,6559210235,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,59.9,KLARA E O SOL,LITERATURA INTERNACIONAL,KAZUO ISHIGURO
ARQUEIRO,6555650451,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,44.9,O RETORNO,LITERATURA INTERNACIONAL,NICHOLAS SPARKS
EDITORA ALEPH,6586064406,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,24.9,A REVOLUÇÃO DOS BICHOS,LITERATURA INTERNACIONAL,GEORGE ORWELL
ARQUEIRO,8580413079,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,39.9,OS SEGREDOS DE COLIN BRIDGERTON OS BRIDGERTON LIVRO 4,LITERATURA INTERNACIONAL,JULIA QUINN
ARQUEIRO,6555651016,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,39.9,ESPLÊNDIDA (TRILOGIA DAMAS REBELDES – LIVRO 1),LITERATURA INTERNACIONAL,JULIA QUINN
COMPANHIA DAS LETRAS,8535909559,2007,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,152,29.9,A REVOLUÇÃO DOS BICHOS,LITERATURA INTERNACIONAL,GEORGE ORWELL
INTRINSECA,8551005413,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,400,49.9,TETO PARA DOIS,LITERATURA INTERNACIONAL,BETH O’LEARY
NOVO SECULO,8542808274,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,39.9,DISTORÇÃO,LITERATURA INTERNACIONAL,STEVEN JAMES
BIBLIOTECA AZUL,6558300982,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,392,34.9,1984 - EDIÇÃO COM BRINDE (DOIS PÔSTERES),LITERATURA INTERNACIONAL,GEORGE ORWELL
UNIVERSO GEEK,8550300675,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,44.9,STAR WARS: IMPÉRIO E REBELIÃO – O FIO DA NAVALHA,LITERATURA INTERNACIONAL,MARTHA WELLS
NOVA FRONTEIRA,8520923658,2015,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,704,79.9,"CANTOS, OS",LITERATURA INTERNACIONAL,EZRA POUND
EDITORA 34,8573266155,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,46.0,O AMOR DE MÍTIA,LITERATURA INTERNACIONAL,BORIS SCHNAIDERMAN; IVAN BUNIN
LVM EDITORA,8581190510,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,105,34.9,O QUE O GOVERNO FEZ COM O NOSSO DINHEIRO?,ECONOMIA,MURRAY N ROTHBARD
BEST BUSINESS,8568905153,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,46.12,OS AXIOMAS DE ZURIQUE,ECONOMIA,MAX GUNTHER
PORTFOLIO PENGUIN,8582851103,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,416,89.9,O VALOR DE TUDO,ECONOMIA,MARIANA MAZZUCATO
CONTEXTO,6555410272,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,33.0,ECONOMIA NO COTIDIANO,ECONOMIA,ALEXANDRE SCHWARTSMAN
OUTRA,9788542212426,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,42.27,OS SEGREDOS DO LOBO: O MÉTODO INFALÍVEL DE VENDA DO LOBO DE WALL STREET,ECONOMIA,DESCONHECIDO
OUTRA,9788543106052,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,272,49.9,PIPELINE DE LIDERANÇA,ECONOMIA,DESCONHECIDO
BARANY EDITORA,8561080167,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,408,58.0,"ESCOLA DOS DEUSES, A - 5 EDICAO",ECONOMIA,ELIO D'ANNA
NOVA FRONTEIRA,8520920993,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,59.9,GLOBALIDADE - A NOVA ERA DA GLOBALIZAÇAO,ECONOMIA,ARINDAM BHATTACHARYA; HAROLD L. SIRKIN; JAMES W. HEMERLING
SARAIVA EDITORA,8502634453,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,70.0,ECONOMIA FÁCIL,ECONOMIA,MARCO ANTONIO VASCONCELLOS; RUDINEI TONETO JUNIOR; SÉRGIO SAKURAI
INTRINSECA,8551004131,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,448,59.9,MISBEHAVING,ECONOMIA,RICHARD H. THALER
OUTRA,9788595083592,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,38.42,LIDERANÇA E PROPÓSITO: O NOVO LÍDER E O REAL SIGNIFICADO DO SUCESSO,ECONOMIA,DESCONHECIDO
LTC,8521626525,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,236,108.0,CAPITALISMO E LIBERDADE,ECONOMIA,MILTON FRIEDMAN
LVM EDITORA,8581190766,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,123,39.9,BITCOIN - A MOEDA NA ERA DIGITAL,ECONOMIA,FERNANDO ULRICH
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,49.9,PAISAGEM BRASILEIRA,ECONOMIA,DESCONHECIDO
SARAIVA EDITORA,850213289X,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,416,117.0,MANUAL DE ECONOMIA E NEGÓCIOS INTERNACIONAIS,ECONOMIA,MARCO ANTONIO SANDOVAL DE VASCONCELLOS
PRATA EDITORA,858630767X,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,49.9,DEPOIS DA TEMPESTADE,ECONOMIA,RICARDO AMORIM
TODAVIA,8593828620,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,59.9,VALSA BRASILEIRA,ECONOMIA,LAURA CARVALHO
VIDE EDITORIAL,859507111X,2020,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,799,109.9,AÇÃO HUMANA,ECONOMIA,LUDWIG VON MISES
OUTRA,9788545202295,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,47.7,"GESTÃO DO AMANHÃ: TUDO O QUE VOCÊ PRECISA SABER SOBRE GESTÃO, INOVAÇÃO E LIDERANÇA PARA VENCER NA 4ª REVOLUÇÃO INDUSTRIAL",ECONOMIA,DESCONHECIDO
OUTRA,9788571395244,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,267,53.04,CHUTANDO A ESCADA: A ESTRATÉGIA DO DESENVOLVIMENTO EM PERSPECTIVA HISTÓRICA,ECONOMIA,DESCONHECIDO
ZAHAR,8537818860,2020,2020,USADO,BROCHURA,PORTUGUÊS,BRASIL,464,44.95,BOA ECONOMIA PARA TEMPOS DIFÍCEIS,ECONOMIA,ABHIJIT V. BANERJEE
ALMEDINA BRASIL,9724076946,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,254,199.0,OS BANCOS PORTUGUESES E O MECANISMO ÚNICO DE SUPERVISÃO (SSM),ECONOMIA,CARLOS ANTONIO TORROAES ALBUQUERQUE
OUTRA,9788545200345,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,33.0,O PODER DA AÇÃO,ECONOMIA,DESCONHECIDO
OUTRA,9786586041989,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,33.0,SUPER PERFORMANCE: LIÇÕES DAS TROPAS DE ELITE APLICADAS AO MUNDO CORPORATIVO,ECONOMIA,DESCONHECIDO
OUTRA,9788582605233,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,400,93.45,LIDERANÇA DE ALTO NÍVEL: COMO CRIAR E LIDERAR ORGANIZAÇÕES DE ALTO DESEMPENHO,ECONOMIA,DESCONHECIDO
OUTRA,9788550807645,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,42.27,ISSO É MARKETING: PARA SER VISTO É PRECISO APRENDER A ENXERGAR,ECONOMIA,DESCONHECIDO
OUTRA,9786587019130,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,198,77.22,PARCERIAS PÚBLICO-PRIVADAS: UMA ESTRATÉGIA GOVERNAMENTAL,ECONOMIA,DESCONHECIDO
OUTRA,9786586077568,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,38.92,"A EMPRESA DE CORPO, MENTE E ALMA",ECONOMIA,DESCONHECIDO
OUTRA,9786558401827,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,172,34.24,COVID-19: IMPACTOS DA PANDEMIA NA ECONOMIA BRASILEIRA,ECONOMIA,DESCONHECIDO
OUTRA,9788525439345,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,424,50.62,OS GRANDES ECONOMISTAS: COMO SUAS IDEIAS PODEM NOS AJUDAR HOJE,ECONOMIA,DESCONHECIDO
GLOBO LIVROS,8525060062,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,49.9,ALGUÉM PARA AMAR,LITERATURA INTERNACIONAL,ALICE MCDERMOTT
COMPANHIA DE BOLSO,8535925813,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,34.9,TERRA SONÂMBULA,LITERATURA INTERNACIONAL,MIA COUTO
OUTRA,9786555661279,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,35.02,SUCESSO NÃO É SORTE: SEIS PASSOS SIMPLES PARA ATINGIR QUALQUER OBJETIVO,ECONOMIA,DESCONHECIDO
BIBLIOTECA AZUL,8525059080,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,272,59.9,VIOLÃO AZUL,LITERATURA INTERNACIONAL,JOHN BANVILLE
BIBLIOTECA AZUL,8525058807,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,328,69.9,QUER CASAR COMIGO?,LITERATURA INTERNACIONAL,JOHN UPDIKE
RECORD,8501012408,1978,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,700,84.9,MÉDICO DE HOMENS E DE ALMAS,LITERATURA INTERNACIONAL,TAYLOR CALDWELL
INTRINSECA,8551002937,2018,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,272,54.9,O HOMEM DE GIZ,LITERATURA INTERNACIONAL,C. J. TUDOR
JANGADA,8555390613,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,29.9,CIDADE DOS FANTASMAS,LITERATURA INTERNACIONAL,DANIEL WATERS
ÚNICA EDITORA,8594900112,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,29.9,"LIMITE ENTRE NOS, UM (CAPA DO FILME)",LITERATURA INTERNACIONAL,AUGUST WILSON
FANTASTICA ROCCO,8568263488,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,400,69.5,A ORDEM DOS CLARIVIDENTES,LITERATURA INTERNACIONAL,SAMANTHA SHANNON
PLANETA DO BRASIL,655535366X,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,38.9,OUVINDO VOZES: COMO CRIAR UM PODCAST DE SUCESSO E AINDA GANHAR DINHEIRO COM ISSO,ECONOMIA,GUS LANZETTA
AUSTER,6587408109,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,276,69.9,A TRANSFORMAÇÃO TOTAL DO SEU DINHEIRO: UM PLANO EFICAZ PARA ALCANÇAR O BEM-ESTAR FINANCEIRO,ECONOMIA,DAVE RAMSEY
OUTRA,9788523005351,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,17.16,A FORMAÇÃO DA REALIDADE ECONÔMICA: PARA ALÉM DO PENSAMENTO LINEAR,ECONOMIA,DESCONHECIDO
OUTRA,9788523009168,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,319,39.0,ASPECTOS ECONÔMICOS DO TURISMO,ECONOMIA,DESCONHECIDO
RECORD,8501114782,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,47.9,VIDAS SECAS,LITERATURA INTERNACIONAL,GRACILIANO RAMOS
OUTRA,9786555353075,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,34.57,QUEM SABE FAZ A HORA!: INICIATIVAS DECISIVAS PARA GESTÃO E LIDERANÇA,ECONOMIA,DESCONHECIDO
OUTRA,9788576800668,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,66.3,POSICIONAMENTO,ECONOMIA,DESCONHECIDO
OUTRA,9786586768114,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,238,35.1,ENGAJAMENTO E REFLEXÃO TRANSVERSAL EM ECONOMIA SOLIDÁRIA,ECONOMIA,DESCONHECIDO
OUTRA,9788550801001,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,80,32.34,PAI RICO EM QUADRINHOS: COMO EDUCAR SEUS FILHOS PARA SE TORNAREM RICOS,ECONOMIA,DESCONHECIDO
OUTRA,9788576801085,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,61.62,REPOSICIONAMENTO,ECONOMIA,DESCONHECIDO
OUTRA,9786555440997,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,33.0,INOVAÇÃO PARA NÃO INOVADORES: CRIE OPORTUNIDADES RENTÁVEIS PARA O SEU NEGÓCIO E CONQUISTE UM POSICIONAMENTO ÚNICO NO MERCADO.,ECONOMIA,DESCONHECIDO
OUTRA,9786555661323,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,31.12,100 COISAS QUE PESSOAS DE SUCESSO FAZEM: COMO REPROGRAMAR A MENTE PARA SE TORNAR BEM-SUCEDIDO,ECONOMIA,DESCONHECIDO
OUTRA,9786555440973,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,36.68,LÍDER PRONTO PRA TUDO: AS 10 ATITUDES DA LIDERANÇA QUE CONSTRÓI EMPRESAS COM BONS RESULTADOS EM QUALQUER CENÁRIO.,ECONOMIA,DESCONHECIDO
OUTRA,9788550800981,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,464,60.83,O GUIA DE INVESTIMENTOS: APRENDA A GANHAR DINHEIRO INVESTINDO COMO OS RICOS,ECONOMIA,DESCONHECIDO
ROCCO,853252737X,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,54.5,CANTIGA DE SANGUE,LITERATURA INTERNACIONAL,MELVIN BURGESS
OUTRA,9789896941307,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,440,178.62,A NOVA ORDEM FINANCEIRA: O RISCO NO SÉCULO XXI,ECONOMIA,DESCONHECIDO
OUTRA,9788550305202,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,38.92,GERENCIE O SEU DINHEIRO COMO ALGUÉM FODA: O MELHOR CONSELHO FINANCEIRO QUE VOCÊ NUNCA RECEBEU – ATÉ AGORA,ECONOMIA,DESCONHECIDO
BIBLIOTECA AZUL,8525054119,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,59.9,LUZ ANTIGA,LITERATURA INTERNACIONAL,JOHN BANVILLE
OUTRA,9786555441031,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,36.68,NOVA ECONOMIA: ENTENDA POR QUE O PERFIL EMPREENDEDOR ESTÁ ENGOLINDO O EMPRESÁRIO TRADICIONAL BRASILEIRO.,ECONOMIA,DESCONHECIDO
PLANETA DO BRASIL,6555351993,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,39.9,MEU CORPO MINHA CASA,LITERATURA INTERNACIONAL,RUPI KAUR
ARQUEIRO,6555650656,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,39.9,CLUBE DO LIVRO DOS HOMENS,LITERATURA INTERNACIONAL,LYSSA KAY ADAMS
INTRINSECA,6555601345,2021,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,208,49.9,A TRANÇA,LITERATURA INTERNACIONAL,LAETITIA COLOMBANI
ARQUEIRO,655565077X,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,272,39.9,CORTESÃ POR UMA NOITE (OS MISTÉRIOS DE BOW STREET – LIVRO 1),LITERATURA INTERNACIONAL,LISA KLEYPAS
VIA LEITURA,6587034101,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,96,19.5,A REVOLUÇÃO DOS BICHOS: EDIÇÃO COM POSTAIS + MARCADOR,LITERATURA INTERNACIONAL,GEORGE ORWELL
INTRINSECA,6555600888,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,528,64.9,O ENIGMA DO QUARTO 622,LITERATURA INTERNACIONAL,JOEL DICKER
BUZZ EDITORA.,6586077699,2021,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,320,69.9,1984,LITERATURA INTERNACIONAL,GEORGE ORWELL
GALERA RECORD,6555871709,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,896,79.9,CIDADE DA LUA CRESCENTE: CASA DE TERRA E SANGUE (VOL. 1) - EDIÇÃO REVISTA,LITERATURA INTERNACIONAL,SARAH J. MAAS
OUTRA,9788523011338,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,164,34.32,ALÉM DAS TRANSFERÊNCIAS DE RENDA: O DECLÍNIO DA DESIGUALDADE REGIONAL NO BRASIL NA DÉCADA DE 2000,ECONOMIA,DESCONHECIDO
TODAVIA,6556921041,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,88,49.9,A VISÃO DAS PLANTAS,LITERATURA INTERNACIONAL,DJAIMILIA PEREIRA DE ALMEIDA
ELSEVIER EDITORA,8535228764,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,72.0,"APOGEU DO CAPITALISMO, O",ECONOMIA,ANTHONY J. MAYO
OUTRA,9786555641431,2014,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,288,59.9,ESSENCIALISMO: A DISCIPLINADA BUSCA POR MENOS,ECONOMIA,DESCONHECIDO
ALTA BOOKS,8550811742,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,54.9,COMO SE TRANSFORMAR EM UM OPERADOR E INVESTIDOR DE SUCESSO - O GUIA PRÁTICO,ECONOMIA,ALEXANDER ELDER
OUTRA,9788588329713,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,112,34.32,"O ELO DA GESTÃO DE CARREIRA: O PAPEL DO EMPREGADO, DA LIDERANÇA E DA ORGANIZAÇÃO",ECONOMIA,DESCONHECIDO
ALTA BOOKS,8550814911,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,59.9,MACROECONOMIA DA ESTAGNAÇÃO BRASILEIRA,ECONOMIA,JOSE LUIS OREIRO
OUTRA,9788526808805,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,296,52.19,SOBRE MOEDA MÉTODO E KEYNES: ENSAIOS ESCOLHIDOS,ECONOMIA,DESCONHECIDO
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,44.9,TUDO O QUE VOCÊ PRECISA SABER SOBRE ECONOMIA,ECONOMIA,ALFRED MILL
LVM EDITORA,8581190766,2014,2014,USADO,BROCHURA,PORTUGUÊS,BRASIL,123,19.95,BITCOIN - A MOEDA NA ERA DIGITAL,ECONOMIA,FERNANDO ULRICH
OUTRA,9788562816178,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,47.7,ECONOMIA NUMA ÚNICA LIÇÃO,ECONOMIA,DESCONHECIDO
RECORD,8501111244,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,54.9,A PESTE,LITERATURA INTERNACIONAL,ALBERT CAMUS
GALERA RECORD,8501076252,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,49.9,"NOVEMBRO, 9",LITERATURA INTERNACIONAL,COLLEEN HOOVER
OUTRA,9788578660253,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,502,76.44,"ECONOMIA DO SUBDESENVOLVIMENTO, A",ECONOMIA,DESCONHECIDO
PLANETA DO BRASIL,8542209303,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,41.9,OUTROS JEITOS DE USAR A BOCA,LITERATURA INTERNACIONAL,RUPI KAUR
ARQUEIRO,8580417589,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1216,89.9,A REVOLTA DE ATLAS,LITERATURA INTERNACIONAL,AYN RAND
SUMA DE LETRAS BRASI,8581052142,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,328,54.9,MISERY,LITERATURA INTERNACIONAL,STEPHEN KING
LGF,0,2010,1,IMPORTADO,BROCHURA,FRANCÊS,FRANÇA,442,177.8,CUJO,LITERATURA INTERNACIONAL,STEPHEN KING
ARQUEIRO,8580412382,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,39.9,UM PERFEITO CAVALHEIRO (OS BRIDGERTONS – LIVRO 3),LITERATURA INTERNACIONAL,JULIA QUINN
KALINKA,8561096195,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,252,52.0,O COMPROMISSO,LITERATURA INTERNACIONAL,SERGUEI DOVLÁTOV
BERTRAND BRASIL,8528616436,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,39.9,O AZARÃO,LITERATURA INTERNACIONAL,MARKUS ZUSAK
COMPANHIA DAS LETRAS,8535930310,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,312,52.9,ENSAIO SOBRE A CEGUEIRA (NOVA EDIÇÃO),LITERATURA INTERNACIONAL,JOSÉ SARAMAGO
INTRINSECA,8580572266,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,39.9,A CULPA É DAS ESTRELAS,LITERATURA INTERNACIONAL,JOHN GREEN
